cell,temperature,rainfall,leaf_mass_per_area,log10_rainfall,log10_leaf_mass_per_area
28894485,13.316666603088379,639,722.02166064982,2.8055008581584002,2.858550226599533
26109398,15.633333206176758,606,193.982055883902,2.782472624166286,2.287761557811483
26382723,15.512499809265137,671,231.696551660222,2.826722520168992,2.3649195702333006
28894485,13.316666603088379,639,789.889415481833,2.8055008581584002,2.897566294318664
26785201,15.199999809265137,636,177.16666666666666,2.803457115648414,2.248382014139653
23760239,15.766666412353516,467,134.811660022249,2.6693168805661123,2.1297274564747064
26382723,15.512499809265137,671,154.587794737089,2.826722520168992,2.1891752018230517
27125824,14.083333015441895,838,107.29983296635,2.9232440186302764,2.0305990459002574
25375883,15.591666221618652,604,125,2.7810369386211318,2.0969100130080562
28689935,13.666666984558105,954,117.647058823529,2.979548374704095,2.070581074285706
34789019,9.645833015441895,1448,120.06,3.1607685618611283,2.079398339019855
28894485,13.316666603088379,639,44.5632798573975,2.8055008581584002,1.648977147415876
7138406,24.075000762939453,3613,124.24747158799411,3.5578679615680224,2.0942875596866184
7138401,21.40416717529297,2691,110.46914101343552,3.4299136977637543,2.043240977032152
7155490,23.5,3135,114.396,3.496237545166735,2.05841083906978
8488069,20.58333396911621,3965,60.4229607250755,3.5982431916536224,1.7812020018882622
8436825,20.34166717529297,2845,83.0564784053156,3.45408227073109,1.9193735130781941
8607661,21.608333587646484,3098,56.07456250285714,3.491081413423187,1.7487658938762947
7138406,24.075000762939453,3613,180.51331992587424,3.5578679615680224,2.2565092536481846
7138401,21.40416717529297,2691,174.1264618984362,3.4299136977637543,2.2408647756158464
7155490,23.5,3135,136.07342857142856,3.496237545166735,2.1337733276174564
8445365,20.133333206176758,2798,111.111111111111,3.446847710155809,2.045757490560675
8325758,20.737499237060547,2038,719.424460431655,3.3092041796704077,2.856985199745905
8436825,20.34166717529297,2845,121.578398729772,3.45408227073109,2.084856419132288
8026791,21.929166793823242,1490,186.6193898,3.173186268412274,2.270956765057127
8607661,21.608333587646484,3098,105.49409489166666,3.491081413423187,2.02322815036604
8240341,20.516666412353516,1583,183.490222231991,3.199480914862356,2.263612926659875
7138406,24.075000762939453,3613,109.05136083387016,3.5578679615680224,2.0376310894374434
7138401,21.40416717529297,2691,93.62393749481068,3.4299136977637543,1.9713869020799226
7155490,23.5,3135,77.531875,3.496237545166735,1.8894802869013674
8325758,20.737499237060547,2038,259.87320036983203,3.3092041796704077,2.4147614948468554
8838276,20.024999618530273,1928,83.1255195344971,3.285107029566812,1.9197343726601552
19977978,18.266666412353516,1734,60.15,3.2390490931401916,1.7792356316758635
19977982,18.262500762939453,1768,40.436166354925675,3.2474822606770544,1.6067699745692432
8351385,20.84166717529297,2313,72.4217942178132,3.3641756327706194,1.8598692800673382
8607661,21.608333587646484,3098,35.090394425,3.491081413423187,1.5451882498237934
7275076,24.1875,3573,97.29046067,3.55303301620244,1.9880702597803968
8419723,20.65833282470703,2608,86.2091261,3.4163075870598827,1.935553242681793
8240341,20.516666412353516,1583,72.7326758655923,3.199480914862356,1.8617295657411506
7138406,24.075000762939453,3613,97.96919675755342,3.5578679615680224,1.9910895473140477
7155490,23.5,3135,74.27,3.496237545166735,1.8708134239155976
8428280,20.22083282470703,2392,109.170305676856,3.3787611753163733,2.03810452633215
8718699,20.1875,3869,120.918984280532,3.587598729721245,2.0824944904474534
8838276,20.024999618530273,1928,114.54753722795,3.285107029566812,2.058985756294432
8752854,18.77083396911621,1850,108.225108225108,3.2671717284030137,2.0343280287798926
8488069,20.58333396911621,3965,108.342361863489,3.5982431916536224,2.0347982989740894
7138406,24.075000762939453,3613,129.12039977477122,3.5578679615680224,2.1109948620163808
7138401,21.40416717529297,2691,123.63497064221716,3.4299136977637543,2.0921413300473812
7155490,23.5,3135,112.947125,3.496237545166735,2.0528751806966077
7138406,24.075000762939453,3613,111.7205745345237,3.5578679615680224,2.0481331604386677
8436825,20.34166717529297,2845,89.1090867888974,3.45408227073109,1.9499219929376361
7155490,23.5,3135,115.682,3.496237545166735,2.0632657884346823
7138406,24.075000762939453,3613,135.82044861035777,3.5578679615680224,2.1329651605931117
7138401,21.40416717529297,2691,122.54560029091269,3.4299136977637543,2.0882977235548124
7155490,23.5,3135,143.995,3.496237545166735,2.1583474121639332
7155490,23.5,3135,56.8,3.496237545166735,1.7543483357110188
7138406,24.075000762939453,3613,113,3.5578679615680224,2.0530784434834195
8342830,20.391666412353516,2190,168.548794876117,3.3404441148401185,2.226725651662547
8684546,21.579166412353516,3206,136.531085590576,3.505963518018126,2.135231543416727
8180552,20.40833282470703,2464,115.63061315141,3.3916407034923877,2.0630728285709887
8607661,21.608333587646484,3098,107.06058650444444,3.491081413423187,2.0296296182268088
8351385,20.84166717529297,2313,46.86650545,3.3641756327706194,1.6708625720317996
8351391,20.450000762939453,2308,45.896691235,3.363235804483694,1.6617813776902637
8180555,20.433332443237305,2436,149,3.3866772839608377,2.173186268412274
8342830,20.391666412353516,2190,109.0532310198054,3.3404441148401185,2.0376385373451185
8180552,20.40833282470703,2464,118.54378808542025,3.3916407034923877,2.0738788010733153
8445365,20.133333206176758,2798,84.7457627118644,3.446847710155809,1.9281179926938745
8761393,18.96666717529297,2047,128.205128205128,3.311117842662506,2.1079053973095188
8419740,20.445833206176758,2637,108.225108225108,3.4211101297934343,2.0343280287798926
8428280,20.22083282470703,2392,127.551020408163,3.3787611753163733,2.1056839373155607
8530755,18.600000381469727,1597,113.507377979569,3.203304916138483,2.055024091587953
8522214,18.441665649414062,1903,140.845070422535,3.2794387882870204,2.148741651280924
8658898,19.162500381469727,2971,131.752305665349,3.472902651803664,2.1197582241045194
8684522,18.570833206176758,2860,117.924528301887,3.456366033129043,2.0716041477432867
8607644,18.84583282470703,3232,125.470514429109,3.5094713521025485,2.0985416786038873
8163461,18.60416603088379,1787,123.915737298637,3.252124552505644,2.09312646527793
8658913,20.35416603088379,4083,119.760479041916,3.610979379922997,2.0783135245163975
8718699,20.1875,3869,110.619469026549,3.587598729721245,2.043831569524638
8863904,20.137500762939453,2398,124.223602484472,3.37984917876283,2.0942041196321313
8838276,20.024999618530273,1928,113.507377979569,3.285107029566812,2.055024091587953
8752854,18.77083396911621,1850,106.496272630458,3.2671717284030137,2.0273344077338895
8488069,20.58333396911621,3965,102.459016393443,3.5982431916536224,2.0105501823333096
8436825,20.34166717529297,2845,120.481927710843,3.45408227073109,2.080921907623925
8402677,23.02916717529297,5124,101.62637305,3.7096091210726487,2.0070064262922607
8607661,21.608333587646484,3098,55.890524485,3.491081413423187,1.7473381851190823
7847415,22.575000762939453,2271,93.74443392,3.3562171342197353,1.9719454909107688
8641809,18.52916717529297,1857,130.7993146,3.2688119037397803,2.1166054682526383
8197636,20.441667556762695,2341,112.16605941538461,3.3694014136966244,2.049861462637408
8479530,20.508333206176758,3581,81.278520425,3.554004321011903,1.9099757892175675
7138406,24.075000762939453,3613,71.2713432852265,3.5578679615680224,1.85291494423071
8607661,21.608333587646484,3098,29.4853553775,3.491081413423187,1.4696063665570047
8522210,19.225000381469727,1401,33.19621161,3.1464381352857744,1.5210885243441215
8231805,20.254167556762695,2465,37.38569324,3.391816923613249,1.5727054381461396
8197636,20.441667556762695,2341,24.689228139999997,3.3694014136966244,1.3925075127841535
21711961,17.77916717529297,1848,75.7575757575758,3.2667019668840878,1.8794260687941504
22036561,19.070833206176758,1516,84.0336134453782,3.1806992012960347,1.9244530386074694
8445324,20.149999618530273,1780,118.5,3.250420002308894,2.0737183503461227
8436825,20.34166717529297,2845,96.5368041285177,3.45408227073109,1.9846929173092367
7138406,24.075000762939453,3613,72,3.5578679615680224,1.8573324964312685
7155490,23.5,3135,57.8,3.496237545166735,1.761927838420529
8607661,21.608333587646484,3098,40.13088082,3.491081413423187,1.6034786920305606
8445364,19.96666717529297,2984,46.44832856,3.474798818800631,1.6669700905529252
8522210,19.225000381469727,1401,40.58470157,3.1464381352857744,1.608362356833154
8539329,20.633333206176758,4151,43.35535786,3.6181527333785195,1.637042775289698
7138406,24.075000762939453,3613,127.19144585884933,3.5578679615680224,2.104457904227322
7155490,23.5,3135,114.6,3.496237545166735,2.059184617631371
8445365,20.133333206176758,2798,64.1025641025641,3.446847710155809,1.8068754016455384
8436825,20.34166717529297,2845,83.3383062689656,3.45408227073109,1.9208446698011632
8445324,20.149999618530273,1780,114.84,3.250420002308894,2.0600931838244683
8172007,19.96666717529297,2455,103.30131292183633,3.3900514964589874,2.0141058412784316
8445324,20.149999618530273,1780,85.73,3.250420002308894,1.9331328237267342
8607661,21.608333587646484,3098,21.36667215,3.491081413423187,1.3297368862522487
8718684,19.087499618530273,1721,30.99951217,3.2357808703275603,1.4913548595263983
8522210,19.225000381469727,1401,23.151690446666667,3.1464381352857744,1.3645827070108263
8197636,20.441667556762695,2341,24.29366178,3.3694014136966244,1.3854929808812841
7138406,24.075000762939453,3613,92.57606930566008,3.5578679615680224,1.9664987370959401
7155490,23.5,3135,67.9978,3.496237545166735,1.8324948617751142
8436825,20.34166717529297,2845,42.588285994921,3.45408227073109,1.6292901618411413
8607661,21.608333587646484,3098,50.084118079999996,3.491081413423187,1.6997000307832744
7890126,22.875,2209,64.92073179,3.344195715871435,1.812383406572674
8607661,21.608333587646484,3098,19.10609158666667,3.491081413423187,1.2811718552420719
8197636,20.441667556762695,2341,20.39214087,3.3694014136966244,1.3094628226010872
7138406,24.075000762939453,3613,129.18283725855773,3.5578679615680224,2.1112048187750494
8180552,20.40833282470703,2464,105.17111111111112,3.3916407034923877,2.021896462175031
7138401,21.40416717529297,2691,132.72004441138,3.4299136977637543,2.1229365183419073
7155490,23.5,3135,123.23166666666667,3.496237545166735,2.0907223222069913
8445365,20.133333206176758,2798,67.1140939597315,3.446847710155809,1.8268137315877258
8428280,20.22083282470703,2392,138.510797895096,3.3787611753163733,2.1414836310428003
8658898,19.162500381469727,2971,144.587649889877,3.472902651803664,2.1601311988109395
8684522,18.570833206176758,2860,116.686114352392,3.456366033129043,2.0670191780768015
8607644,18.84583282470703,3232,139.470013947001,3.5094713521025485,2.1444808443321985
8718699,20.1875,3869,119.1985762545929,3.587598729721245,2.0762710680848664
8863904,20.137500762939453,2398,128.078511144632,3.37984917876283,2.107476270461611
8752854,18.77083396911621,1850,125.156445556946,3.2671717284030137,2.097453220686008
8436825,20.34166717529297,2845,154.567655234076,3.45408227073109,2.189118618799592
8445324,20.149999618530273,1780,110.69,3.250420002308894,2.0441083874461197
8026791,21.929166793823242,1490,149.2648705,3.173186268412274,2.1739576085075027
8607661,21.608333587646484,3098,67.21331517666667,3.491081413423187,1.827455316728341
8821201,22.53333282470703,2312,134.46057293333334,3.3639878297484915,2.128594957441203
8436825,20.34166717529297,2845,70.7042375239965,3.45408227073109,1.8494454431906628
8607661,21.608333587646484,3098,68.9417291425,3.491081413423187,1.8384821718428692
8231805,20.254167556762695,2465,50.6581354725,3.391816923613249,1.704649201070274
8172007,19.96666717529297,2455,70.8538042550376,3.3900514964589874,1.8503631731807415
8180549,20.237499237060547,2099,65.26717538544783,3.3220124385824006,1.814694817827617
7138406,24.075000762939453,3613,84.15130536401415,3.5578679615680224,1.9250608571863665
7138401,21.40416717529297,2691,87.8098720303405,3.4299136977637543,1.9435433442351369
7155490,23.5,3135,68.047375,3.496237545166735,1.8328113764900733
7138406,24.075000762939453,3613,195.7420269846177,3.5578679615680224,2.291684081293944
8180552,20.40833282470703,2464,161.3421348511384,3.3916407034923877,2.2077477991542063
7155490,23.5,3135,182.11599999999999,3.496237545166735,2.2603481028869474
8445365,20.133333206176758,2798,84.7457627118644,3.446847710155809,1.9281179926938745
8658913,20.35416603088379,4083,176.678445229682,3.610979379922997,2.2471835688117285
8718699,20.1875,3869,174.520069808028,3.587598729721245,2.24184537803261
8752854,18.77083396911621,1850,208.333333333333,3.2671717284030137,2.318758762624412
8436825,20.34166717529297,2845,111.027217921332,3.45408227073109,2.0454294575617666
8402677,23.02916717529297,5124,144.5462693,3.7096091210726487,2.160006887128557
8607661,21.608333587646484,3098,69.511565358,3.491081413423187,1.8420570686662616
8197636,20.441667556762695,2341,123.47847499375,3.3694014136966244,2.0915912571407262
8479530,20.508333206176758,3581,173.0073874,3.554004321011903,2.2380646478603414
7138406,24.075000762939453,3613,150.6024703333702,3.5578679615680224,2.17783209565852
7155490,23.5,3135,96.4135,3.496237545166735,1.9841378488926036
8445365,20.133333206176758,2798,84.7457627118644,3.446847710155809,1.9281179926938745
8428280,20.22083282470703,2392,121.506682867558,3.3787611753163733,2.084600164787731
8488069,20.58333396911621,3965,122.399020807834,3.5982431916536224,2.0877779434675863
8607661,21.608333587646484,3098,86.98552201222222,3.491081413423187,1.939446974073338
8607661,21.608333587646484,3098,52.781770952,3.491081413423187,1.7224839577252278
8351391,20.450000762939453,2308,80.27486112,3.363235804483694,1.9045795628854436
8197636,20.441667556762695,2341,73.787407431,3.3694014136966244,1.8679822513912894
8539329,20.633333206176758,4151,108.6000369,3.6181527333785195,2.03582997281695
8479530,20.508333206176758,3581,75.34318822,3.554004321011903,1.8770439938478272
8240341,20.516666412353516,1583,65.7724399636715,3.199480914862356,1.818043953203382
7138406,24.075000762939453,3613,88.49176514163052,3.5578679615680224,1.9469028580430463
7155490,23.5,3135,86.132,3.496237545166735,1.935164531726552
8436825,20.34166717529297,2845,63.0335481379451,3.45408227073109,1.799571754108962
8607661,21.608333587646484,3098,34.91609509111111,3.491081413423187,1.543025667587648
8539329,20.633333206176758,4151,80.846576615,3.6181527333785195,1.9076616347718909
7138406,24.075000762939453,3613,91.20930380382512,3.5578679615680224,1.9600391407908586
7155490,23.5,3135,85.9,3.496237545166735,1.9339931638312424
8325758,20.737499237060547,2038,325.732899022801,3.3092041796704077,2.512861624522813
8351385,20.84166717529297,2313,93.79435612664822,3.3641756327706194,1.9721767064302727
